"Taxon"	"ID"	"Region"	"Latitude"	"Longitude"	"Elevation"	"Day"	"Month"	"Year"	"Collector"	"Subfamily"	"Tribe"	"Hydromyini.Division.Rattini.Group"
"Rattus niobe"	"MW3200.036"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.037"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.039"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.040"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.041"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.042"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.043"	"Mt. Wilhelm"	-5.8	145.069	3200	29	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.050"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.051"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.052"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.054"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.056"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.059"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.061"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.062"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.063"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.065"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.066"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.067"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.068"	"Mt. Wilhelm"	-5.8	145.069	3200	30	9	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.081"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.082"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.083"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.084"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.085"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.092"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.093"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.094"	"Mt. Wilhelm"	-5.8	145.069	3200	1	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.095"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.096"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.097"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.098"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.099"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.100"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.101"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.102"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.105"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.106"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.107"	"Mt. Wilhelm"	-5.8	145.069	3200	2	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.110"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.111"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.114"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.116"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.117"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.119"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.120"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.121"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.122"	"Mt. Wilhelm"	-5.8	145.069	3200	3	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.124"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.125"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.127"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.128"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.129"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.130"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.131"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.132"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.133"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.134"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.135"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.136"	"Mt. Wilhelm"	-5.8	145.069	3200	4	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.140"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.141"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.142"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.144"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.145"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.146"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.147"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.148"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.149"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.150"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.151"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.154"	"Mt. Wilhelm"	-5.8	145.069	3200	5	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.157"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.158"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.160"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.162"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.163"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.164"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.165"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
"Rattus niobe"	"MW3200.166"	"Mt. Wilhelm"	-5.8	145.069	3200	6	10	2019	"F. Vejmělka"	"Murinae"	"Rattini"	"R. leucopus group (New Guinean group) "
